OrdreOrig;Stimulus;Sequence;Liste tournante 5;Liste tournante 4
983;Sarah_po1-12bands-fc-128-NoiseCarrier.wav;Sarah_po1;1;2
984;Sarah_po1-16bands-fc-128-NoiseCarrier.wav;Sarah_po1;2;3
985;Sarah_po1-22bands-fc-128-NoiseCarrier.wav;Sarah_po1;3;1
986;Sarah_pa~-4bands-fc-128-NoiseCarrier.wav;Sarah_pa~;5;2
987;Sarah_pa~-8bands-fc-128-NoiseCarrier.wav;Sarah_pa~;1;3
988;Sarah_pa~-12bands-fc-128-NoiseCarrier.wav;Sarah_pa~;2;4
989;Sarah_pa~-16bands-fc-128-NoiseCarrier.wav;Sarah_pa~;3;2
990;Sarah_pa~-22bands-fc-128-NoiseCarrier.wav;Sarah_pa~;4;3
991;Sarah_po~-4bands-fc-128-NoiseCarrier.wav;Sarah_po~;1;4
992;Sarah_po~-8bands-fc-128-NoiseCarrier.wav;Sarah_po~;2;1
993;Sarah_po~-12bands-fc-128-NoiseCarrier.wav;Sarah_po~;3;3
994;Sarah_po~-16bands-fc-128-NoiseCarrier.wav;Sarah_po~;4;4
995;Sarah_po~-22bands-fc-128-NoiseCarrier.wav;Sarah_po~;5;1
996;Sarah_pe~-4bands-fc-128-NoiseCarrier.wav;Sarah_pe~;2;2
997;Sarah_pe~-8bands-fc-128-NoiseCarrier.wav;Sarah_pe~;3;4
998;Sarah_pe~-12bands-fc-128-NoiseCarrier.wav;Sarah_pe~;4;1
999;Sarah_pe~-16bands-fc-128-NoiseCarrier.wav;Sarah_pe~;5;2
1000;Sarah_pe~-22bands-fc-128-NoiseCarrier.wav;Sarah_pe~;1;3
1001;Sarah_ti-4bands-fc-128-NoiseCarrier.wav;Sarah_ti;3;1
1002;Sarah_ti-8bands-fc-128-NoiseCarrier.wav;Sarah_ti;4;2
1003;Sarah_ti-12bands-fc-128-NoiseCarrier.wav;Sarah_ti;5;3
1004;Sarah_ti-16bands-fc-128-NoiseCarrier.wav;Sarah_ti;1;4
1005;Sarah_ti-22bands-fc-128-NoiseCarrier.wav;Sarah_ti;2;2
1006;Sarah_te-4bands-fc-128-NoiseCarrier.wav;Sarah_te;4;3
1007;Sarah_te-8bands-fc-128-NoiseCarrier.wav;Sarah_te;5;4
1008;Sarah_te-12bands-fc-128-NoiseCarrier.wav;Sarah_te;1;1
1009;Sarah_te-16bands-fc-128-NoiseCarrier.wav;Sarah_te;2;3
1010;Sarah_te-22bands-fc-128-NoiseCarrier.wav;Sarah_te;3;4
1011;Sarah_ta-4bands-fc-128-NoiseCarrier.wav;Sarah_ta;5;1
1012;Sarah_ta-8bands-fc-128-NoiseCarrier.wav;Sarah_ta;1;2
1013;Sarah_ta-12bands-fc-128-NoiseCarrier.wav;Sarah_ta;2;4
1014;Sarah_ta-16bands-fc-128-NoiseCarrier.wav;Sarah_ta;3;1
1015;Sarah_ta-22bands-fc-128-NoiseCarrier.wav;Sarah_ta;4;2
1016;Sarah_ty-4bands-fc-128-NoiseCarrier.wav;Sarah_ty;1;3
1017;Sarah_ty-8bands-fc-128-NoiseCarrier.wav;Sarah_ty;2;1
1018;Sarah_ty-12bands-fc-128-NoiseCarrier.wav;Sarah_ty;3;2
1019;Sarah_ty-16bands-fc-128-NoiseCarrier.wav;Sarah_ty;4;3
1020;Sarah_ty-22bands-fc-128-NoiseCarrier.wav;Sarah_ty;5;4
1021;Sarah_t2-4bands-fc-128-NoiseCarrier.wav;Sarah_t2;2;2
1022;Sarah_t2-8bands-fc-128-NoiseCarrier.wav;Sarah_t2;3;3
1023;Sarah_t2-12bands-fc-128-NoiseCarrier.wav;Sarah_t2;4;4
1024;Sarah_t2-16bands-fc-128-NoiseCarrier.wav;Sarah_t2;5;1
1025;Sarah_t2-22bands-fc-128-NoiseCarrier.wav;Sarah_t2;1;3
1026;Sarah_tu-4bands-fc-128-NoiseCarrier.wav;Sarah_tu;3;4
1027;Sarah_tu-8bands-fc-128-NoiseCarrier.wav;Sarah_tu;4;1
1028;Sarah_tu-12bands-fc-128-NoiseCarrier.wav;Sarah_tu;5;2
1029;Sarah_tu-16bands-fc-128-NoiseCarrier.wav;Sarah_tu;1;4
1030;Sarah_tu-22bands-fc-128-NoiseCarrier.wav;Sarah_tu;2;1
1031;Sarah_to1-4bands-fc-128-NoiseCarrier.wav;Sarah_to1;4;2
1032;Sarah_to1-8bands-fc-128-NoiseCarrier.wav;Sarah_to1;5;3
1033;Sarah_to1-12bands-fc-128-NoiseCarrier.wav;Sarah_to1;1;1
1034;Sarah_to1-16bands-fc-128-NoiseCarrier.wav;Sarah_to1;2;2
1035;Sarah_to1-22bands-fc-128-NoiseCarrier.wav;Sarah_to1;3;3
1036;Sarah_ta~-4bands-fc-128-NoiseCarrier.wav;Sarah_ta~;5;4
1037;Sarah_ta~-8bands-fc-128-NoiseCarrier.wav;Sarah_ta~;1;2
1038;Sarah_ta~-12bands-fc-128-NoiseCarrier.wav;Sarah_ta~;2;3
1039;Sarah_ta~-16bands-fc-128-NoiseCarrier.wav;Sarah_ta~;3;4
1040;Sarah_ta~-22bands-fc-128-NoiseCarrier.wav;Sarah_ta~;4;1
1041;Sarah_to~-4bands-fc-128-NoiseCarrier.wav;Sarah_to~;1;3
1042;Sarah_to~-8bands-fc-128-NoiseCarrier.wav;Sarah_to~;2;4
1043;Sarah_to~-12bands-fc-128-NoiseCarrier.wav;Sarah_to~;3;1
1044;Sarah_to~-16bands-fc-128-NoiseCarrier.wav;Sarah_to~;4;2
1045;Sarah_to~-22bands-fc-128-NoiseCarrier.wav;Sarah_to~;5;4
1046;Sarah_te~-4bands-fc-128-NoiseCarrier.wav;Sarah_te~;2;1
1047;Sarah_te~-8bands-fc-128-NoiseCarrier.wav;Sarah_te~;3;2
1048;Sarah_te~-12bands-fc-128-NoiseCarrier.wav;Sarah_te~;4;3
1049;Sarah_te~-16bands-fc-128-NoiseCarrier.wav;Sarah_te~;5;1
1050;Sarah_te~-22bands-fc-128-NoiseCarrier.wav;Sarah_te~;1;2
1051;Sarah_ki-4bands-fc-128-NoiseCarrier.wav;Sarah_ki;3;3
1052;Sarah_ki-8bands-fc-128-NoiseCarrier.wav;Sarah_ki;4;4
1053;Sarah_ki-12bands-fc-128-NoiseCarrier.wav;Sarah_ki;5;2
1054;Sarah_ki-16bands-fc-128-NoiseCarrier.wav;Sarah_ki;1;3
1055;Sarah_ki-22bands-fc-128-NoiseCarrier.wav;Sarah_ki;2;4
1056;Sarah_ke-4bands-fc-128-NoiseCarrier.wav;Sarah_ke;4;1
1057;Sarah_ke-8bands-fc-128-NoiseCarrier.wav;Sarah_ke;5;3
1058;Sarah_ke-12bands-fc-128-NoiseCarrier.wav;Sarah_ke;1;4
1059;Sarah_ke-16bands-fc-128-NoiseCarrier.wav;Sarah_ke;2;1
1060;Sarah_ke-22bands-fc-128-NoiseCarrier.wav;Sarah_ke;3;2
1061;Sarah_ka-4bands-fc-128-NoiseCarrier.wav;Sarah_ka;5;4
1062;Sarah_ka-8bands-fc-128-NoiseCarrier.wav;Sarah_ka;1;1
1063;Sarah_ka-12bands-fc-128-NoiseCarrier.wav;Sarah_ka;2;2
1064;Sarah_ka-16bands-fc-128-NoiseCarrier.wav;Sarah_ka;3;3
1065;Sarah_ka-22bands-fc-128-NoiseCarrier.wav;Sarah_ka;4;1
1066;Sarah_ky-4bands-fc-128-NoiseCarrier.wav;Sarah_ky;1;2
1067;Sarah_ky-8bands-fc-128-NoiseCarrier.wav;Sarah_ky;2;3
1068;Sarah_ky-12bands-fc-128-NoiseCarrier.wav;Sarah_ky;3;4
1069;Sarah_ky-16bands-fc-128-NoiseCarrier.wav;Sarah_ky;4;2
1070;Sarah_ky-22bands-fc-128-NoiseCarrier.wav;Sarah_ky;5;3
1071;Sarah_k2-4bands-fc-128-NoiseCarrier.wav;Sarah_k2;2;4
1072;Sarah_k2-8bands-fc-128-NoiseCarrier.wav;Sarah_k2;3;1
1073;Sarah_k2-12bands-fc-128-NoiseCarrier.wav;Sarah_k2;4;3
1074;Sarah_k2-16bands-fc-128-NoiseCarrier.wav;Sarah_k2;5;4
1075;Sarah_k2-22bands-fc-128-NoiseCarrier.wav;Sarah_k2;1;1
1076;Sarah_ku-4bands-fc-128-NoiseCarrier.wav;Sarah_ku;3;2
1077;Sarah_ku-8bands-fc-128-NoiseCarrier.wav;Sarah_ku;4;4
1078;Sarah_ku-12bands-fc-128-NoiseCarrier.wav;Sarah_ku;5;1
1079;Sarah_ku-16bands-fc-128-NoiseCarrier.wav;Sarah_ku;1;2
1080;Sarah_ku-22bands-fc-128-NoiseCarrier.wav;Sarah_ku;2;3
1081;Sarah_ko1-4bands-fc-128-NoiseCarrier.wav;Sarah_ko1;4;1
1082;Sarah_ko1-8bands-fc-128-NoiseCarrier.wav;Sarah_ko1;5;2
1083;Sarah_ko1-12bands-fc-128-NoiseCarrier.wav;Sarah_ko1;1;3
1084;Sarah_ko1-16bands-fc-128-NoiseCarrier.wav;Sarah_ko1;2;4
1085;Sarah_ko1-22bands-fc-128-NoiseCarrier.wav;Sarah_ko1;3;2
1086;Sarah_ka~-4bands-fc-128-NoiseCarrier.wav;Sarah_ka~;5;3
1087;Sarah_ka~-8bands-fc-128-NoiseCarrier.wav;Sarah_ka~;1;4
1088;Sarah_ka~-12bands-fc-128-NoiseCarrier.wav;Sarah_ka~;2;1
1089;Sarah_ka~-16bands-fc-128-NoiseCarrier.wav;Sarah_ka~;3;3
1090;Sarah_ka~-22bands-fc-128-NoiseCarrier.wav;Sarah_ka~;4;4
1091;Sarah_ko~-4bands-fc-128-NoiseCarrier.wav;Sarah_ko~;1;1
1092;Sarah_ko~-8bands-fc-128-NoiseCarrier.wav;Sarah_ko~;2;2
1093;Sarah_ko~-12bands-fc-128-NoiseCarrier.wav;Sarah_ko~;3;4
1094;Sarah_ko~-16bands-fc-128-NoiseCarrier.wav;Sarah_ko~;4;1
1095;Sarah_ko~-22bands-fc-128-NoiseCarrier.wav;Sarah_ko~;5;2
1096;Sarah_ke~-4bands-fc-128-NoiseCarrier.wav;Sarah_ke~;2;3
1097;Sarah_ke~-8bands-fc-128-NoiseCarrier.wav;Sarah_ke~;3;1
1098;Sarah_ke~-12bands-fc-128-NoiseCarrier.wav;Sarah_ke~;4;2
1099;Sarah_ke~-16bands-fc-128-NoiseCarrier.wav;Sarah_ke~;5;3
1100;Sarah_ke~-22bands-fc-128-NoiseCarrier.wav;Sarah_ke~;1;4
1101;Sarah_mi-4bands-fc-128-NoiseCarrier.wav;Sarah_mi;3;2
1102;Sarah_mi-8bands-fc-128-NoiseCarrier.wav;Sarah_mi;4;3
1103;Sarah_mi-12bands-fc-128-NoiseCarrier.wav;Sarah_mi;5;4
1104;Sarah_mi-16bands-fc-128-NoiseCarrier.wav;Sarah_mi;1;1
1105;Sarah_mi-22bands-fc-128-NoiseCarrier.wav;Sarah_mi;2;3
1106;Sarah_me-4bands-fc-128-NoiseCarrier.wav;Sarah_me;4;4
1107;Sarah_me-8bands-fc-128-NoiseCarrier.wav;Sarah_me;5;1
1108;Sarah_me-12bands-fc-128-NoiseCarrier.wav;Sarah_me;1;2
1109;Sarah_me-16bands-fc-128-NoiseCarrier.wav;Sarah_me;2;4
1110;Sarah_me-22bands-fc-128-NoiseCarrier.wav;Sarah_me;3;1
1111;Sarah_ma-4bands-fc-128-NoiseCarrier.wav;Sarah_ma;5;2
1112;Sarah_ma-8bands-fc-128-NoiseCarrier.wav;Sarah_ma;1;3
1113;Sarah_ma-12bands-fc-128-NoiseCarrier.wav;Sarah_ma;2;1
1114;Sarah_ma-16bands-fc-128-NoiseCarrier.wav;Sarah_ma;3;2
1115;Sarah_ma-22bands-fc-128-NoiseCarrier.wav;Sarah_ma;4;3
1116;Sarah_my-4bands-fc-128-NoiseCarrier.wav;Sarah_my;1;4
1117;Sarah_my-8bands-fc-128-NoiseCarrier.wav;Sarah_my;2;2
1118;Sarah_my-12bands-fc-128-NoiseCarrier.wav;Sarah_my;3;3
1119;Sarah_my-16bands-fc-128-NoiseCarrier.wav;Sarah_my;4;4
1120;Sarah_my-22bands-fc-128-NoiseCarrier.wav;Sarah_my;5;1
1121;Sarah_m2-4bands-fc-128-NoiseCarrier.wav;Sarah_m2;2;3
1122;Sarah_m2-8bands-fc-128-NoiseCarrier.wav;Sarah_m2;3;4
1123;Sarah_m2-12bands-fc-128-NoiseCarrier.wav;Sarah_m2;4;1
1124;Sarah_m2-16bands-fc-128-NoiseCarrier.wav;Sarah_m2;5;2
1125;Sarah_m2-22bands-fc-128-NoiseCarrier.wav;Sarah_m2;1;4
1126;Sarah_mu-4bands-fc-128-NoiseCarrier.wav;Sarah_mu;3;1
1127;Sarah_mu-8bands-fc-128-NoiseCarrier.wav;Sarah_mu;4;2
1128;Sarah_mu-12bands-fc-128-NoiseCarrier.wav;Sarah_mu;5;3
1129;Sarah_mu-16bands-fc-128-NoiseCarrier.wav;Sarah_mu;1;1
1130;Sarah_mu-22bands-fc-128-NoiseCarrier.wav;Sarah_mu;2;2
1131;Sarah_mo-4bands-fc-128-NoiseCarrier.wav;Sarah_mo;4;3
1132;Sarah_mo-8bands-fc-128-NoiseCarrier.wav;Sarah_mo;5;4
1133;Sarah_mo-12bands-fc-128-NoiseCarrier.wav;Sarah_mo;1;2
1134;Sarah_mo-16bands-fc-128-NoiseCarrier.wav;Sarah_mo;2;3
1135;Sarah_mo-22bands-fc-128-NoiseCarrier.wav;Sarah_mo;3;4
1136;Sarah_ma~-4bands-fc-128-NoiseCarrier.wav;Sarah_ma~;5;1
1137;Sarah_ma~-8bands-fc-128-NoiseCarrier.wav;Sarah_ma~;1;3
1138;Sarah_ma~-12bands-fc-128-NoiseCarrier.wav;Sarah_ma~;2;4
1139;Sarah_ma~-16bands-fc-128-NoiseCarrier.wav;Sarah_ma~;3;1
1140;Sarah_ma~-22bands-fc-128-NoiseCarrier.wav;Sarah_ma~;4;2
1141;Sarah_mo~-4bands-fc-128-NoiseCarrier.wav;Sarah_mo~;1;4
1142;Sarah_mo~-8bands-fc-128-NoiseCarrier.wav;Sarah_mo~;2;1
1143;Sarah_mo~-12bands-fc-128-NoiseCarrier.wav;Sarah_mo~;3;2
1144;Sarah_mo~-16bands-fc-128-NoiseCarrier.wav;Sarah_mo~;4;3
1145;Sarah_mo~-22bands-fc-128-NoiseCarrier.wav;Sarah_mo~;5;1
1146;Sarah_me~-4bands-fc-128-NoiseCarrier.wav;Sarah_me~;2;2
1147;Sarah_me~-8bands-fc-128-NoiseCarrier.wav;Sarah_me~;3;3
1148;Sarah_me~-12bands-fc-128-NoiseCarrier.wav;Sarah_me~;4;4
1149;Sarah_me~-16bands-fc-128-NoiseCarrier.wav;Sarah_me~;5;2
1150;Sarah_me~-22bands-fc-128-NoiseCarrier.wav;Sarah_me~;1;3
1151;Sarah_ni-4bands-fc-128-NoiseCarrier.wav;Sarah_ni;3;4
1152;Sarah_ni-8bands-fc-128-NoiseCarrier.wav;Sarah_ni;4;1
1153;Sarah_ni-12bands-fc-128-NoiseCarrier.wav;Sarah_ni;5;3
1154;Sarah_ni-16bands-fc-128-NoiseCarrier.wav;Sarah_ni;1;4
1155;Sarah_ni-22bands-fc-128-NoiseCarrier.wav;Sarah_ni;2;1
1156;Sarah_ne1-4bands-fc-128-NoiseCarrier.wav;Sarah_ne1;4;2
1157;Sarah_ne1-8bands-fc-128-NoiseCarrier.wav;Sarah_ne1;5;4
1158;Sarah_ne1-12bands-fc-128-NoiseCarrier.wav;Sarah_ne1;1;1
1159;Sarah_ne1-16bands-fc-128-NoiseCarrier.wav;Sarah_ne1;2;2
1160;Sarah_ne1-22bands-fc-128-NoiseCarrier.wav;Sarah_ne1;3;3
1161;Sarah_na-4bands-fc-128-NoiseCarrier.wav;Sarah_na;5;1
1162;Sarah_na-8bands-fc-128-NoiseCarrier.wav;Sarah_na;1;2
1163;Sarah_na-12bands-fc-128-NoiseCarrier.wav;Sarah_na;2;3
1164;Sarah_na-16bands-fc-128-NoiseCarrier.wav;Sarah_na;3;4
1165;Sarah_na-22bands-fc-128-NoiseCarrier.wav;Sarah_na;4;2
1166;Sarah_ny-4bands-fc-128-NoiseCarrier.wav;Sarah_ny;1;3
1167;Sarah_ny-8bands-fc-128-NoiseCarrier.wav;Sarah_ny;2;4
1168;Sarah_ny-12bands-fc-128-NoiseCarrier.wav;Sarah_ny;3;1
1169;Sarah_ny-16bands-fc-128-NoiseCarrier.wav;Sarah_ny;4;3
1170;Sarah_ny-22bands-fc-128-NoiseCarrier.wav;Sarah_ny;5;4
1171;Sarah_n2-4bands-fc-128-NoiseCarrier.wav;Sarah_n2;2;1
1172;Sarah_n2-8bands-fc-128-NoiseCarrier.wav;Sarah_n2;3;2
1173;Sarah_n2-12bands-fc-128-NoiseCarrier.wav;Sarah_n2;4;4
1174;Sarah_n2-16bands-fc-128-NoiseCarrier.wav;Sarah_n2;5;1
1175;Sarah_n2-22bands-fc-128-NoiseCarrier.wav;Sarah_n2;1;2
1176;Sarah_nu-4bands-fc-128-NoiseCarrier.wav;Sarah_nu;3;3
1177;Sarah_nu-8bands-fc-128-NoiseCarrier.wav;Sarah_nu;4;1
1178;Sarah_nu-12bands-fc-128-NoiseCarrier.wav;Sarah_nu;5;2
1179;Sarah_nu-16bands-fc-128-NoiseCarrier.wav;Sarah_nu;1;3
1180;Sarah_nu-22bands-fc-128-NoiseCarrier.wav;Sarah_nu;2;4
1181;Sarah_no1-4bands-fc-128-NoiseCarrier.wav;Sarah_no1;4;2
1182;Sarah_no1-8bands-fc-128-NoiseCarrier.wav;Sarah_no1;5;3
1183;Sarah_no1-12bands-fc-128-NoiseCarrier.wav;Sarah_no1;1;4
1184;Sarah_no1-16bands-fc-128-NoiseCarrier.wav;Sarah_no1;2;1
1185;Sarah_no1-22bands-fc-128-NoiseCarrier.wav;Sarah_no1;3;3
1186;Sarah_na~-4bands-fc-128-NoiseCarrier.wav;Sarah_na~;5;4
1187;Sarah_na~-8bands-fc-128-NoiseCarrier.wav;Sarah_na~;1;1
1188;Sarah_na~-12bands-fc-128-NoiseCarrier.wav;Sarah_na~;2;2
1189;Sarah_na~-16bands-fc-128-NoiseCarrier.wav;Sarah_na~;3;4
1190;Sarah_na~-22bands-fc-128-NoiseCarrier.wav;Sarah_na~;4;1
1191;Sarah_no~-4bands-fc-128-NoiseCarrier.wav;Sarah_no~;1;2
1192;Sarah_no~-8bands-fc-128-NoiseCarrier.wav;Sarah_no~;2;3
1193;Sarah_no~-12bands-fc-128-NoiseCarrier.wav;Sarah_no~;3;1
1194;Sarah_no~-16bands-fc-128-NoiseCarrier.wav;Sarah_no~;4;2
1195;Sarah_no~-22bands-fc-128-NoiseCarrier.wav;Sarah_no~;5;3
1196;Sarah_ne~-4bands-fc-128-NoiseCarrier.wav;Sarah_ne~;2;4
1197;Sarah_ne~-8bands-fc-128-NoiseCarrier.wav;Sarah_ne~;3;2
1198;Sarah_ne~-12bands-fc-128-NoiseCarrier.wav;Sarah_ne~;4;3
1199;Sarah_ne~-16bands-fc-128-NoiseCarrier.wav;Sarah_ne~;5;4
1200;Sarah_ne~-22bands-fc-128-NoiseCarrier.wav;Sarah_ne~;1;1
1201;Samantha_bi-4bands-fc-128-NoiseCarrier.wav;Samantha_bi;4;4
1202;Samantha_bi-8bands-fc-128-NoiseCarrier.wav;Samantha_bi;5;1
1203;Samantha_bi-12bands-fc-128-NoiseCarrier.wav;Samantha_bi;1;2
1204;Samantha_bi-16bands-fc-128-NoiseCarrier.wav;Samantha_bi;2;3
1205;Samantha_bi-22bands-fc-128-NoiseCarrier.wav;Samantha_bi;3;1
1206;Samantha_be1-4bands-fc-128-NoiseCarrier.wav;Samantha_be1;5;2
1207;Samantha_be1-8bands-fc-128-NoiseCarrier.wav;Samantha_be1;1;3
1208;Samantha_be1-12bands-fc-128-NoiseCarrier.wav;Samantha_be1;2;4
1209;Samantha_be1-16bands-fc-128-NoiseCarrier.wav;Samantha_be1;3;2
1210;Samantha_be1-22bands-fc-128-NoiseCarrier.wav;Samantha_be1;4;3
1211;Samantha_ba-4bands-fc-128-NoiseCarrier.wav;Samantha_ba;1;4
1212;Samantha_ba-8bands-fc-128-NoiseCarrier.wav;Samantha_ba;2;1
1213;Samantha_ba-12bands-fc-128-NoiseCarrier.wav;Samantha_ba;3;3
1214;Samantha_ba-16bands-fc-128-NoiseCarrier.wav;Samantha_ba;4;4
1215;Samantha_ba-22bands-fc-128-NoiseCarrier.wav;Samantha_ba;5;1
1216;Samantha_by-4bands-fc-128-NoiseCarrier.wav;Samantha_by;2;2
1217;Samantha_by-8bands-fc-128-NoiseCarrier.wav;Samantha_by;3;4
1218;Samantha_by-12bands-fc-128-NoiseCarrier.wav;Samantha_by;4;1
1219;Samantha_by-16bands-fc-128-NoiseCarrier.wav;Samantha_by;5;2
1220;Samantha_by-22bands-fc-128-NoiseCarrier.wav;Samantha_by;1;3
1221;Samantha_b2-4bands-fc-128-NoiseCarrier.wav;Samantha_b2;3;1
1222;Samantha_b2-8bands-fc-128-NoiseCarrier.wav;Samantha_b2;4;2
1223;Samantha_b2-12bands-fc-128-NoiseCarrier.wav;Samantha_b2;5;3
1224;Samantha_b2-16bands-fc-128-NoiseCarrier.wav;Samantha_b2;1;4
1225;Samantha_b2-22bands-fc-128-NoiseCarrier.wav;Samantha_b2;2;2
1226;Samantha_bu-4bands-fc-128-NoiseCarrier.wav;Samantha_bu;4;3
1227;Samantha_bu-8bands-fc-128-NoiseCarrier.wav;Samantha_bu;5;4
1228;Samantha_bu-12bands-fc-128-NoiseCarrier.wav;Samantha_bu;1;1
1229;Samantha_bu-16bands-fc-128-NoiseCarrier.wav;Samantha_bu;2;3
1230;Samantha_bu-22bands-fc-128-NoiseCarrier.wav;Samantha_bu;3;4
1231;Samantha_bo1-4bands-fc-128-NoiseCarrier.wav;Samantha_bo1;5;1
1232;Samantha_bo1-8bands-fc-128-NoiseCarrier.wav;Samantha_bo1;1;2
1233;Samantha_bo1-12bands-fc-128-NoiseCarrier.wav;Samantha_bo1;2;4
1234;Samantha_bo1-16bands-fc-128-NoiseCarrier.wav;Samantha_bo1;3;1
1235;Samantha_bo1-22bands-fc-128-NoiseCarrier.wav;Samantha_bo1;4;2
1236;Samantha_ba~-4bands-fc-128-NoiseCarrier.wav;Samantha_ba~;1;3
1237;Samantha_ba~-8bands-fc-128-NoiseCarrier.wav;Samantha_ba~;2;1
1238;Samantha_ba~-12bands-fc-128-NoiseCarrier.wav;Samantha_ba~;3;2
1239;Samantha_ba~-16bands-fc-128-NoiseCarrier.wav;Samantha_ba~;4;3
1240;Samantha_ba~-22bands-fc-128-NoiseCarrier.wav;Samantha_ba~;5;4
1241;Samantha_bo~-4bands-fc-128-NoiseCarrier.wav;Samantha_bo~;2;2
1242;Samantha_bo~-8bands-fc-128-NoiseCarrier.wav;Samantha_bo~;3;3
1243;Samantha_bo~-12bands-fc-128-NoiseCarrier.wav;Samantha_bo~;4;4
1244;Samantha_bo~-16bands-fc-128-NoiseCarrier.wav;Samantha_bo~;5;1
1245;Samantha_bo~-22bands-fc-128-NoiseCarrier.wav;Samantha_bo~;1;3
1246;Samantha_be~-4bands-fc-128-NoiseCarrier.wav;Samantha_be~;3;4
1247;Samantha_be~-8bands-fc-128-NoiseCarrier.wav;Samantha_be~;4;1
1248;Samantha_be~-12bands-fc-128-NoiseCarrier.wav;Samantha_be~;5;2
1249;Samantha_be~-16bands-fc-128-NoiseCarrier.wav;Samantha_be~;1;4
1250;Samantha_be~-22bands-fc-128-NoiseCarrier.wav;Samantha_be~;2;1
1251;Samantha_di-4bands-fc-128-NoiseCarrier.wav;Samantha_di;4;2
1252;Samantha_di-8bands-fc-128-NoiseCarrier.wav;Samantha_di;5;3
1253;Samantha_di-12bands-fc-128-NoiseCarrier.wav;Samantha_di;1;1
1254;Samantha_di-16bands-fc-128-NoiseCarrier.wav;Samantha_di;2;2
1255;Samantha_di-22bands-fc-128-NoiseCarrier.wav;Samantha_di;3;3
1256;Samantha_de1-4bands-fc-128-NoiseCarrier.wav;Samantha_de1;5;4
1257;Samantha_de1-8bands-fc-128-NoiseCarrier.wav;Samantha_de1;1;2
1258;Samantha_de1-12bands-fc-128-NoiseCarrier.wav;Samantha_de1;2;3
1259;Samantha_de1-16bands-fc-128-NoiseCarrier.wav;Samantha_de1;3;4
1260;Samantha_de1-22bands-fc-128-NoiseCarrier.wav;Samantha_de1;4;1
1261;Samantha_da-4bands-fc-128-NoiseCarrier.wav;Samantha_da;1;3
1262;Samantha_da-8bands-fc-128-NoiseCarrier.wav;Samantha_da;2;4
1263;Samantha_da-12bands-fc-128-NoiseCarrier.wav;Samantha_da;3;1
1264;Samantha_da-16bands-fc-128-NoiseCarrier.wav;Samantha_da;4;2
1265;Samantha_da-22bands-fc-128-NoiseCarrier.wav;Samantha_da;5;4
1266;Samantha_dy-4bands-fc-128-NoiseCarrier.wav;Samantha_dy;2;1
1267;Samantha_dy-8bands-fc-128-NoiseCarrier.wav;Samantha_dy;3;2
1268;Samantha_dy-12bands-fc-128-NoiseCarrier.wav;Samantha_dy;4;3
1269;Samantha_dy-16bands-fc-128-NoiseCarrier.wav;Samantha_dy;5;1
1270;Samantha_dy-22bands-fc-128-NoiseCarrier.wav;Samantha_dy;1;2
1271;Samantha_d2-4bands-fc-128-NoiseCarrier.wav;Samantha_d2;3;3
1272;Samantha_d2-8bands-fc-128-NoiseCarrier.wav;Samantha_d2;4;4
1273;Samantha_d2-12bands-fc-128-NoiseCarrier.wav;Samantha_d2;5;2
1274;Samantha_d2-16bands-fc-128-NoiseCarrier.wav;Samantha_d2;1;3
1275;Samantha_d2-22bands-fc-128-NoiseCarrier.wav;Samantha_d2;2;4
1276;Samantha_du-4bands-fc-128-NoiseCarrier.wav;Samantha_du;4;1
1277;Samantha_du-8bands-fc-128-NoiseCarrier.wav;Samantha_du;5;3
1278;Samantha_du-12bands-fc-128-NoiseCarrier.wav;Samantha_du;1;4
1279;Samantha_du-16bands-fc-128-NoiseCarrier.wav;Samantha_du;2;1
1280;Samantha_du-22bands-fc-128-NoiseCarrier.wav;Samantha_du;3;2
1281;Samantha_do1-4bands-fc-128-NoiseCarrier.wav;Samantha_do1;5;4
1282;Samantha_do1-8bands-fc-128-NoiseCarrier.wav;Samantha_do1;1;1
1283;Samantha_do1-12bands-fc-128-NoiseCarrier.wav;Samantha_do1;2;2
1284;Samantha_do1-16bands-fc-128-NoiseCarrier.wav;Samantha_do1;3;3
1285;Samantha_do1-22bands-fc-128-NoiseCarrier.wav;Samantha_do1;4;1
1286;Samantha_da~-4bands-fc-128-NoiseCarrier.wav;Samantha_da~;1;2
1287;Samantha_da~-8bands-fc-128-NoiseCarrier.wav;Samantha_da~;2;3
1288;Samantha_da~-12bands-fc-128-NoiseCarrier.wav;Samantha_da~;3;4
1289;Samantha_da~-16bands-fc-128-NoiseCarrier.wav;Samantha_da~;4;2
1290;Samantha_da~-22bands-fc-128-NoiseCarrier.wav;Samantha_da~;5;3
1291;Samantha_do~-4bands-fc-128-NoiseCarrier.wav;Samantha_do~;2;4
1292;Samantha_do~-8bands-fc-128-NoiseCarrier.wav;Samantha_do~;3;1
1293;Samantha_do~-12bands-fc-128-NoiseCarrier.wav;Samantha_do~;4;3
1294;Samantha_do~-16bands-fc-128-NoiseCarrier.wav;Samantha_do~;5;4
1295;Samantha_do~-22bands-fc-128-NoiseCarrier.wav;Samantha_do~;1;1
1296;Samantha_de~-4bands-fc-128-NoiseCarrier.wav;Samantha_de~;3;2
1297;Samantha_de~-8bands-fc-128-NoiseCarrier.wav;Samantha_de~;4;4
1298;Samantha_de~-12bands-fc-128-NoiseCarrier.wav;Samantha_de~;5;1
